Startup_ID,Team_Size,Founder_Experience_Years,Startup_Age_Years,Industry,City,Funding_Goal,Funding_Raised,Funding_Success,Growth_Rate,Revenue
1149,9,8,5,E-Commerce,Pune,1028968,483093,No,Low,500000
1150,11,5,9,HealthTech,Pune,1359991,2111621,Yes,High,5000000
1151,15,2,9,HealthTech,Bangalore,322164,85779,No,Low,500000
1152,11,10,4,FinTech,Delhi,1886694,221680,No,Low,500000
1153,10,8,10,CleanTech,Chennai,1772963,1825653,Yes,High,5000000
1154,16,10,1,FinTech,Hyderabad,966138,1003192,Yes,High,5000000
1155,2,1,7,AgriTech,Kolkata,254301,950816,Yes,High,5000000
1156,8,8,4,E-Commerce,Delhi,610910,701797,Yes,High,5000000
1157,8,6,5,HealthTech,Mumbai,1368837,1326409,No,Low,500000
1158,20,15,8,CleanTech,Delhi,197378,1081950,Yes,High,5000000
1159,17,7,9,AI,Bangalore,1443990,228466,No,Low,500000
1160,18,15,3,HealthTech,Hyderabad,205597,2201651,Yes,High,5000000
1161,3,14,3,AgriTech,Chennai,1823094,1090948,No,Low,500000
1162,3,13,3,AI,Bangalore,1894591,2310719,Yes,High,5000000
1163,15,1,4,CleanTech,Delhi,1918271,1468121,No,Low,500000
1164,3,5,9,CleanTech,Chennai,956750,541047,No,Low,500000
1165,10,14,3,HealthTech,Bangalore,807983,1490943,Yes,High,5000000
1166,11,3,4,EdTech,Kolkata,1719835,1035855,No,Low,500000
1167,16,10,2,AI,Bangalore,426780,1796502,Yes,High,5000000
1168,5,0,4,AgriTech,Chennai,1975101,141570,No,Low,500000
1169,12,4,1,E-Commerce,Hyderabad,855041,897284,Yes,High,5000000
1170,7,10,3,FinTech,Chennai,557967,2285169,Yes,High,5000000
1171,16,12,6,FinTech,Hyderabad,360939,1336875,Yes,High,5000000
1172,3,14,4,E-Commerce,Chennai,1559513,1191785,No,Low,500000
1173,13,1,3,FinTech,Delhi,1310582,926893,No,Low,500000
1174,8,11,9,EdTech,Mumbai,1149813,297318,No,Low,500000
1175,16,4,1,AgriTech,Delhi,1811490,913327,No,Low,500000
1176,10,9,7,AgriTech,Mumbai,1357687,1079797,No,Low,500000
1177,13,12,8,CleanTech,Chennai,849502,775787,No,Low,500000
1178,5,7,4,FinTech,Chennai,1962678,1262543,No,Low,500000
1179,14,7,6,FinTech,Mumbai,768954,520656,No,Low,500000
1180,13,10,3,AI,Delhi,882823,1985251,Yes,High,5000000
1181,11,12,6,AgriTech,Delhi,584463,904373,Yes,High,5000000
1182,17,1,6,FinTech,Delhi,436034,1436782,Yes,High,5000000
1183,12,12,8,EdTech,Hyderabad,1933595,1120288,No,Low,500000
1184,8,1,1,AI,Kolkata,364936,1308865,Yes,High,5000000
1185,11,3,1,CleanTech,Mumbai,1035187,2257450,Yes,High,5000000
1186,5,6,4,CleanTech,Bangalore,119440,2139269,Yes,High,5000000
1187,17,0,3,EdTech,Chennai,868624,1585235,Yes,High,5000000
1188,2,4,4,AI,Delhi,670459,1503390,Yes,High,5000000
1189,13,5,5,AI,Kolkata,507335,146106,No,Low,500000
1190,8,0,7,HealthTech,Delhi,1693828,1156224,No,Low,500000
1191,17,12,6,EdTech,Hyderabad,127263,2113406,Yes,High,5000000
1192,7,1,2,FinTech,Mumbai,978823,2399326,Yes,High,5000000
1193,20,12,9,CleanTech,Kolkata,1560677,285002,No,Low,500000
1194,13,0,1,EdTech,Hyderabad,593631,2294828,Yes,High,5000000
1195,18,14,1,E-Commerce,Mumbai,491037,1317601,Yes,High,5000000
1196,7,0,4,CleanTech,Pune,403780,827089,Yes,High,5000000
1197,19,5,3,CleanTech,Pune,858857,283830,No,Low,500000
1198,19,11,1,EdTech,Chennai,1745255,1024569,No,Low,500000
1199,17,8,1,EdTech,Pune,925752,790992,No,Low,500000
1200,9,11,10,AgriTech,Chennai,752762,2036644,Yes,High,5000000
1201,13,5,3,CleanTech,Hyderabad,1587665,2186227,Yes,High,5000000
1202,15,13,2,AgriTech,Hyderabad,1130077,1014127,No,Low,500000
1203,20,15,9,HealthTech,Hyderabad,1136881,1934231,Yes,High,5000000
1204,18,15,10,AgriTech,Chennai,966771,267153,No,Low,500000
1205,12,4,2,FinTech,Kolkata,1691141,1993680,Yes,High,5000000
1206,4,14,8,HealthTech,Chennai,1057585,395149,No,Low,500000
1207,17,7,6,EdTech,Pune,863558,1172776,Yes,High,5000000
1208,11,2,5,FinTech,Mumbai,759711,304205,No,Low,500000
1209,3,2,3,FinTech,Mumbai,688531,1440673,Yes,High,5000000
1210,20,13,9,AI,Bangalore,1687543,287136,No,Low,500000
1211,9,12,9,EdTech,Hyderabad,398975,2118029,Yes,High,5000000
1212,7,0,9,FinTech,Pune,649153,2108740,Yes,High,5000000
1213,12,12,8,AgriTech,Mumbai,297247,2440068,Yes,High,5000000
1214,15,15,5,FinTech,Pune,744057,180246,No,Low,500000
1215,20,5,10,HealthTech,Pune,759376,52629,No,Low,500000
1216,20,2,2,EdTech,Bangalore,1016864,301889,No,Low,500000
1217,5,15,9,EdTech,Bangalore,1840675,966969,No,Low,500000
1218,12,9,8,E-Commerce,Mumbai,546015,1176111,Yes,High,5000000
1219,9,11,6,E-Commerce,Bangalore,1496850,296084,No,Low,500000
1220,9,0,1,E-Commerce,Hyderabad,1290026,984456,No,Low,500000
1221,17,12,6,AI,Bangalore,204332,2098734,Yes,High,5000000
1222,5,4,1,AgriTech,Bangalore,913181,1347428,Yes,High,5000000
1223,13,8,8,AgriTech,Mumbai,1741619,680517,No,Low,500000
1224,17,7,4,CleanTech,Delhi,1805315,377088,No,Low,500000
1225,2,10,8,AgriTech,Delhi,992055,1510878,Yes,High,5000000
1226,6,5,8,AI,Delhi,665524,118857,No,Low,500000
1227,15,0,9,AI,Chennai,471781,1384306,Yes,High,5000000
1228,13,11,8,E-Commerce,Bangalore,680839,2378461,Yes,High,5000000
1229,16,3,1,HealthTech,Mumbai,749328,1061800,Yes,High,5000000
1230,4,3,10,EdTech,Pune,1403959,466679,No,Low,500000
1231,17,8,1,AgriTech,Mumbai,286980,1782574,Yes,High,5000000
1232,3,11,9,HealthTech,Pune,169849,1772402,Yes,High,5000000
1233,8,0,2,E-Commerce,Pune,1049806,2010518,Yes,High,5000000
1234,6,13,5,FinTech,Chennai,1037111,2378625,Yes,High,5000000
1235,20,9,2,HealthTech,Pune,1438580,114238,No,Low,500000
1236,6,9,7,EdTech,Bangalore,629214,2146766,Yes,High,5000000
1237,2,9,8,E-Commerce,Bangalore,607902,688688,Yes,High,5000000
1238,7,9,4,E-Commerce,Delhi,1828287,1644764,No,Low,500000
1239,12,9,2,AgriTech,Delhi,1626239,1397755,No,Low,500000
1240,7,10,4,AgriTech,Delhi,1711923,1436408,No,Low,500000
1241,3,9,1,EdTech,Pune,1080047,422710,No,Low,500000
1242,2,5,8,AgriTech,Hyderabad,1785271,979522,No,Low,500000
1243,7,11,2,EdTech,Delhi,1980224,81496,No,Low,500000
1244,5,0,9,E-Commerce,Pune,1756366,1237014,No,Low,500000
1245,15,13,1,HealthTech,Kolkata,83002,2444527,Yes,High,5000000
1246,16,1,5,AI,Kolkata,1890005,1823326,No,Low,500000
1247,20,3,1,FinTech,Kolkata,1928117,2425588,Yes,High,5000000
1248,10,7,6,AgriTech,Pune,382523,2139847,Yes,High,5000000
1249,20,10,9,HealthTech,Kolkata,1345130,2445201,Yes,High,5000000
1250,14,9,6,HealthTech,Hyderabad,927997,2334407,Yes,High,5000000
1251,2,15,5,FinTech,Delhi,1122915,824314,No,Low,500000
1252,12,3,5,EdTech,Hyderabad,1450805,1707025,Yes,High,5000000
1253,8,13,3,AI,Delhi,229305,442890,Yes,High,5000000
1254,2,11,5,HealthTech,Pune,797776,1156454,Yes,High,5000000
1255,8,7,2,AI,Mumbai,1361879,2020993,Yes,High,5000000
1256,14,13,2,HealthTech,Mumbai,1464921,1078278,No,Low,500000
1257,10,7,10,FinTech,Bangalore,227237,1824837,Yes,High,5000000
1258,6,4,7,CleanTech,Delhi,197689,524863,Yes,High,5000000
1259,3,1,9,EdTech,Delhi,908231,2477670,Yes,High,5000000
1260,13,0,3,HealthTech,Bangalore,983169,1520717,Yes,High,5000000
1261,9,15,2,AgriTech,Delhi,701833,1287110,Yes,High,5000000
1262,3,2,7,HealthTech,Bangalore,376670,2106709,Yes,High,5000000
1263,12,1,9,EdTech,Kolkata,1599208,178376,No,Low,500000
1264,4,0,2,AI,Mumbai,1736496,483230,No,Low,500000
1265,11,10,3,E-Commerce,Delhi,1765803,442287,No,Low,500000
1266,18,10,5,AI,Hyderabad,1293946,968482,No,Low,500000
1267,11,0,2,FinTech,Kolkata,607524,1765292,Yes,High,5000000
1268,8,2,7,CleanTech,Pune,1380518,1953065,Yes,High,5000000
1269,13,15,9,FinTech,Delhi,551051,2007793,Yes,High,5000000
1270,8,3,4,CleanTech,Mumbai,1323333,1409737,Yes,High,5000000
1271,9,6,6,FinTech,Mumbai,1570599,2235523,Yes,High,5000000
1272,16,4,1,E-Commerce,Delhi,1804451,2159403,Yes,High,5000000
1273,13,10,1,E-Commerce,Chennai,950774,291379,No,Low,500000
1274,18,15,10,E-Commerce,Chennai,668691,1592929,Yes,High,5000000
1275,6,2,5,AgriTech,Pune,1901515,1593256,No,Low,500000
1276,3,8,7,HealthTech,Delhi,1410056,1607458,Yes,High,5000000
1277,4,14,5,CleanTech,Chennai,534670,970998,Yes,High,5000000
1278,6,4,5,EdTech,Kolkata,1855835,1783151,No,Low,500000
1279,4,14,1,FinTech,Hyderabad,1444735,638368,No,Low,500000
1280,15,4,10,AgriTech,Chennai,1020601,229536,No,Low,500000
1281,14,9,7,AgriTech,Mumbai,1448485,1879967,Yes,High,5000000
1282,13,8,7,CleanTech,Hyderabad,292405,778852,Yes,High,5000000
1283,8,0,3,AgriTech,Pune,1233167,2365591,Yes,High,5000000
1284,9,0,9,AgriTech,Hyderabad,487453,1951784,Yes,High,5000000
1285,7,8,10,HealthTech,Bangalore,1859357,636411,No,Low,500000
1286,7,6,6,E-Commerce,Chennai,301085,1024546,Yes,High,5000000
1287,9,11,6,HealthTech,Bangalore,581991,2350191,Yes,High,5000000
1288,17,1,10,E-Commerce,Delhi,1894617,2175129,Yes,High,5000000
1289,18,7,4,E-Commerce,Chennai,1437817,339447,No,Low,500000
1290,18,5,9,CleanTech,Mumbai,1100871,2064828,Yes,High,5000000
1291,18,9,1,E-Commerce,Kolkata,1540677,1884359,Yes,High,5000000
1292,7,1,5,CleanTech,Kolkata,1877472,2284292,Yes,High,5000000
1293,15,3,10,AI,Mumbai,1333595,601957,No,Low,500000
1294,7,5,4,EdTech,Bangalore,1165262,2101414,Yes,High,5000000
1295,19,4,9,EdTech,Chennai,1837756,1464357,No,Low,500000
1296,19,2,7,HealthTech,Pune,1010542,731662,No,Low,500000
1297,6,13,6,AI,Hyderabad,1410149,1811403,Yes,High,5000000
1298,14,5,1,EdTech,Mumbai,849714,997294,Yes,High,5000000
1299,4,15,3,E-Commerce,Pune,434270,1603485,Yes,High,5000000
1300,16,12,2,AI,Kolkata,100231,321402,Yes,High,5000000
1301,18,6,7,AgriTech,Bangalore,773534,627956,No,Low,500000
1302,8,9,7,HealthTech,Mumbai,1563693,2270123,Yes,High,5000000
1303,20,9,9,AI,Delhi,1486560,2251056,Yes,High,5000000
1304,19,6,3,AgriTech,Delhi,1211799,312048,No,Low,500000
1305,14,7,2,CleanTech,Chennai,1653958,416680,No,Low,500000
1306,2,10,3,CleanTech,Delhi,1461696,2203949,Yes,High,5000000
1307,16,4,2,AgriTech,Kolkata,1214344,1875792,Yes,High,5000000
1308,6,9,5,EdTech,Chennai,927629,1218484,Yes,High,5000000
1309,11,1,10,AgriTech,Hyderabad,312009,1532414,Yes,High,5000000
1310,12,10,9,HealthTech,Kolkata,1447269,1000916,No,Low,500000
1311,15,15,4,AI,Hyderabad,1131443,1681182,Yes,High,5000000
1312,2,5,7,HealthTech,Mumbai,714849,56414,No,Low,500000
1313,2,2,2,HealthTech,Chennai,1879073,1986059,Yes,High,5000000
1314,2,1,7,AI,Bangalore,1434032,2462031,Yes,High,5000000
1315,7,10,3,AI,Bangalore,192728,990293,Yes,High,5000000
1316,5,5,9,E-Commerce,Bangalore,1422791,222006,No,Low,500000
1317,11,12,6,AI,Mumbai,91467,1100744,Yes,High,5000000
1318,7,6,7,AgriTech,Chennai,538005,872815,Yes,High,5000000
1319,12,12,4,FinTech,Mumbai,1755543,20468,No,Low,500000
1320,18,3,8,EdTech,Pune,760384,1226728,Yes,High,5000000
1321,3,8,4,AI,Chennai,915829,1730295,Yes,High,5000000
1322,8,0,10,E-Commerce,Bangalore,1748389,1792898,Yes,High,5000000
1323,4,4,4,HealthTech,Pune,139912,193285,Yes,High,5000000
1324,19,10,2,HealthTech,Bangalore,292885,261441,No,Low,500000
1325,10,8,7,CleanTech,Hyderabad,667380,2463970,Yes,High,5000000
1326,5,9,1,HealthTech,Hyderabad,1360253,82431,No,Low,500000
1327,11,9,2,AI,Chennai,714963,2465385,Yes,High,5000000
1328,3,2,3,AI,Kolkata,446191,334720,No,Low,500000
1329,6,13,3,AI,Hyderabad,1838280,1023412,No,Low,500000
1330,15,8,6,FinTech,Chennai,52911,1056671,Yes,High,5000000
1331,10,6,2,EdTech,Pune,1334513,1199133,No,Low,500000
1332,13,5,1,AgriTech,Delhi,1773826,2368373,Yes,High,5000000
1333,15,4,7,FinTech,Chennai,1708259,395665,No,Low,500000
1334,4,12,2,CleanTech,Delhi,1025231,980617,No,Low,500000
1335,5,11,8,FinTech,Delhi,489374,1019912,Yes,High,5000000
1336,2,6,1,CleanTech,Bangalore,1259931,2090826,Yes,High,5000000
1337,17,8,6,EdTech,Delhi,1371919,825826,No,Low,500000
1338,19,10,2,HealthTech,Mumbai,321577,1745136,Yes,High,5000000
1339,2,12,9,FinTech,Mumbai,1248297,1726678,Yes,High,5000000
1340,20,9,9,AgriTech,Hyderabad,1617724,511966,No,Low,500000
1341,10,11,6,E-Commerce,Chennai,1417236,2170259,Yes,High,5000000
1342,18,7,10,CleanTech,Delhi,1606137,1861863,Yes,High,5000000
1343,20,14,7,HealthTech,Mumbai,906875,2207367,Yes,High,5000000
1344,15,1,8,AgriTech,Chennai,1299178,1998421,Yes,High,5000000
1345,17,0,3,FinTech,Pune,79640,1777498,Yes,High,5000000
1346,10,11,5,FinTech,Hyderabad,1045676,800212,No,Low,500000
1347,14,10,2,CleanTech,Mumbai,697620,2356990,Yes,High,5000000
1348,7,8,3,CleanTech,Chennai,1713746,2496409,Yes,High,5000000
1349,10,6,2,CleanTech,Hyderabad,967112,43087,No,Low,500000
1350,14,7,4,EdTech,Bangalore,527238,648132,Yes,High,5000000
1351,18,15,6,EdTech,Kolkata,104592,2421233,Yes,High,5000000
1352,6,9,3,FinTech,Chennai,1490331,1732802,Yes,High,5000000
1353,13,10,10,EdTech,Hyderabad,95058,776022,Yes,High,5000000
1354,9,5,2,E-Commerce,Bangalore,1428488,1273226,No,Low,500000
1355,4,2,6,EdTech,Mumbai,1665348,1032033,No,Low,500000
1356,7,4,1,CleanTech,Chennai,1734775,2492601,Yes,High,5000000
1357,15,7,4,AI,Delhi,644510,865649,Yes,High,5000000
1358,2,5,4,HealthTech,Pune,1853476,606179,No,Low,500000
1359,3,12,8,FinTech,Mumbai,792519,415929,No,Low,500000
1360,20,8,3,AgriTech,Hyderabad,850473,1059324,Yes,High,5000000
1361,5,4,8,E-Commerce,Hyderabad,525638,1581795,Yes,High,5000000
1362,3,2,3,AI,Kolkata,1135023,515166,No,Low,500000
1363,10,3,3,EdTech,Chennai,381297,586462,Yes,High,5000000
1364,8,13,6,AgriTech,Kolkata,1683462,1972075,Yes,High,5000000
1365,6,10,1,E-Commerce,Hyderabad,447214,810403,Yes,High,5000000
1366,10,10,4,HealthTech,Kolkata,659977,2356355,Yes,High,5000000
1367,20,12,1,AgriTech,Pune,1910690,681534,No,Low,500000
1368,20,14,8,AgriTech,Hyderabad,629672,1228951,Yes,High,5000000
1369,4,0,1,EdTech,Delhi,666146,463133,No,Low,500000
1370,10,11,1,FinTech,Delhi,477042,733808,Yes,High,5000000
1371,15,4,10,FinTech,Hyderabad,565645,445496,No,Low,500000
1372,16,12,10,FinTech,Delhi,1597605,1449628,No,Low,500000
1373,19,15,10,AgriTech,Pune,1773179,2241943,Yes,High,5000000
1374,4,8,7,FinTech,Bangalore,1795459,2282985,Yes,High,5000000
1375,18,10,8,AgriTech,Chennai,1010055,936873,No,Low,500000
1376,6,4,4,E-Commerce,Delhi,1815827,684660,No,Low,500000
1377,2,8,1,AI,Delhi,438472,972776,Yes,High,5000000
1378,14,13,7,FinTech,Pune,118778,2436681,Yes,High,5000000
1379,20,3,7,FinTech,Hyderabad,1914227,1304447,No,Low,500000
1380,5,0,7,E-Commerce,Kolkata,557272,696601,Yes,High,5000000
1381,19,3,3,AI,Kolkata,1445506,531396,No,Low,500000
1382,11,11,10,E-Commerce,Bangalore,1880803,1239641,No,Low,500000
1383,9,10,3,CleanTech,Pune,839659,901112,Yes,High,5000000
1384,10,14,2,FinTech,Delhi,1338969,646506,No,Low,500000
1385,3,0,4,AI,Delhi,1365524,1256635,No,Low,500000
1386,15,12,10,CleanTech,Kolkata,345177,292169,No,Low,500000
1387,3,2,4,HealthTech,Chennai,1714605,2325761,Yes,High,5000000
1388,14,5,7,FinTech,Bangalore,1962069,2415785,Yes,High,5000000
1389,5,12,5,CleanTech,Bangalore,89966,1213978,Yes,High,5000000
1390,6,2,10,CleanTech,Bangalore,242310,1404313,Yes,High,5000000
1391,3,10,7,CleanTech,Kolkata,567459,1897400,Yes,High,5000000
1392,11,13,9,AgriTech,Pune,502377,1671828,Yes,High,5000000
1393,6,13,3,HealthTech,Chennai,192987,2068476,Yes,High,5000000
1394,19,5,1,E-Commerce,Hyderabad,1273169,2116594,Yes,High,5000000
1395,12,6,5,AI,Bangalore,642220,711129,Yes,High,5000000
1396,4,1,6,E-Commerce,Delhi,426236,268733,No,Low,500000
1397,15,3,1,EdTech,Pune,1187773,431478,No,Low,500000
1398,3,10,1,CleanTech,Kolkata,1004103,1065954,Yes,High,5000000
1399,15,11,3,CleanTech,Pune,1653915,604042,No,Low,500000
1400,19,8,9,AgriTech,Pune,1069530,1089488,Yes,High,5000000
1401,10,10,5,AI,Bangalore,687313,2330038,Yes,High,5000000
1402,11,10,5,E-Commerce,Mumbai,126349,470968,Yes,High,5000000
1403,16,12,5,EdTech,Kolkata,763510,231303,No,Low,500000
1404,10,4,1,HealthTech,Chennai,774017,2493619,Yes,High,5000000
1405,16,0,4,FinTech,Chennai,565073,2094466,Yes,High,5000000
1406,14,9,8,AI,Kolkata,978972,434808,No,Low,500000
1407,19,3,6,E-Commerce,Bangalore,302770,784053,Yes,High,5000000
1408,18,3,2,E-Commerce,Kolkata,1621648,362377,No,Low,500000
1409,15,13,10,HealthTech,Chennai,1879638,1007638,No,Low,500000
1410,2,15,9,AI,Bangalore,1628447,778726,No,Low,500000
1411,17,12,5,AgriTech,Delhi,1771784,1461019,No,Low,500000
1412,12,8,9,E-Commerce,Bangalore,988789,2010873,Yes,High,5000000
1413,5,10,6,FinTech,Delhi,94901,134153,Yes,High,5000000
1414,17,5,5,E-Commerce,Pune,1114695,722701,No,Low,500000
1415,13,0,10,AI,Mumbai,394639,806503,Yes,High,5000000
1416,12,11,1,AI,Chennai,516951,1535837,Yes,High,5000000
1417,5,9,7,AI,Kolkata,1372923,813558,No,Low,500000
1418,20,4,4,E-Commerce,Pune,1823216,1104560,No,Low,500000
1419,11,15,2,AgriTech,Chennai,1214631,2414965,Yes,High,5000000
1420,5,3,9,E-Commerce,Mumbai,371436,655948,Yes,High,5000000
1421,18,13,4,FinTech,Delhi,601455,499316,No,Low,500000
1422,14,15,6,E-Commerce,Hyderabad,197282,2427177,Yes,High,5000000
1423,7,0,5,E-Commerce,Chennai,620088,44821,No,Low,500000
1424,5,7,4,EdTech,Kolkata,1479554,682723,No,Low,500000
1425,7,15,6,AgriTech,Bangalore,458818,2464873,Yes,High,5000000
1426,20,15,1,EdTech,Kolkata,1595684,1379514,No,Low,500000
1427,13,1,7,HealthTech,Bangalore,1888208,1754318,No,Low,500000
1428,19,5,1,E-Commerce,Pune,437611,2204857,Yes,High,5000000
1429,5,7,8,CleanTech,Kolkata,1448001,749288,No,Low,500000
1430,16,15,8,CleanTech,Bangalore,625908,233408,No,Low,500000
1431,9,1,1,HealthTech,Hyderabad,825326,434192,No,Low,500000
1432,10,13,9,AI,Mumbai,1262357,918880,No,Low,500000
1433,13,9,10,AgriTech,Delhi,51334,1209243,Yes,High,5000000
1434,14,5,5,AgriTech,Pune,207112,1490812,Yes,High,5000000
1435,15,13,10,EdTech,Delhi,118049,400291,Yes,High,5000000
1436,15,7,2,AI,Hyderabad,732313,2283708,Yes,High,5000000
1437,8,5,4,EdTech,Chennai,1713968,677784,No,Low,500000
1438,14,1,9,EdTech,Bangalore,841199,2439299,Yes,High,5000000
1439,4,4,2,CleanTech,Delhi,489666,2249552,Yes,High,5000000
1440,18,4,4,AgriTech,Kolkata,622216,270442,No,Low,500000
1441,18,8,8,HealthTech,Kolkata,461306,106184,No,Low,500000
1442,3,4,10,CleanTech,Chennai,1027848,251453,No,Low,500000
1443,3,6,10,HealthTech,Delhi,1125052,2076343,Yes,High,5000000
1444,19,11,8,HealthTech,Chennai,808196,974572,Yes,High,5000000
1445,6,11,8,CleanTech,Delhi,1200296,406573,No,Low,500000
1446,4,13,6,E-Commerce,Kolkata,1501529,1725871,Yes,High,5000000
1447,10,8,8,CleanTech,Delhi,123282,2342828,Yes,High,5000000
1448,2,0,9,E-Commerce,Hyderabad,659598,1802169,Yes,High,5000000
1449,4,9,2,AI,Kolkata,1563255,1884317,Yes,High,5000000
1450,4,8,7,AgriTech,Hyderabad,1877867,1890549,Yes,High,5000000
1451,18,7,9,E-Commerce,Mumbai,300647,143872,No,Low,500000
1452,8,15,9,AgriTech,Kolkata,132684,2218297,Yes,High,5000000
1453,2,10,5,EdTech,Pune,1944551,683385,No,Low,500000
1454,19,3,6,AgriTech,Pune,1852052,1329696,No,Low,500000
1455,4,8,9,EdTech,Delhi,691689,1079635,Yes,High,5000000
1456,5,6,4,HealthTech,Mumbai,781040,1798284,Yes,High,5000000
1457,19,12,1,CleanTech,Mumbai,1276565,1474836,Yes,High,5000000
1458,16,15,1,E-Commerce,Hyderabad,856549,2070093,Yes,High,5000000
1459,2,9,5,HealthTech,Delhi,204933,27439,No,Low,500000
1460,9,2,5,HealthTech,Delhi,1975533,1781759,No,Low,500000
1461,4,7,10,AI,Mumbai,1272684,1082243,No,Low,500000
1462,16,12,10,FinTech,Mumbai,718923,1396790,Yes,High,5000000
1463,17,14,10,EdTech,Kolkata,1591777,873448,No,Low,500000
1464,5,13,2,FinTech,Pune,1093697,215775,No,Low,500000
1465,3,10,6,AI,Pune,860710,1253969,Yes,High,5000000
1466,20,8,6,AI,Delhi,428578,347132,No,Low,500000
1467,20,13,6,HealthTech,Pune,839245,2366193,Yes,High,5000000
1468,20,1,7,CleanTech,Chennai,521073,2262515,Yes,High,5000000
1469,17,15,6,HealthTech,Bangalore,118214,112490,No,Low,500000
1470,19,2,8,HealthTech,Hyderabad,742184,258022,No,Low,500000
1471,7,6,2,E-Commerce,Pune,683648,351263,No,Low,500000
1472,11,6,5,AI,Chennai,1169400,2130692,Yes,High,5000000
1473,4,8,3,E-Commerce,Pune,271481,110041,No,Low,500000
1474,16,12,10,EdTech,Bangalore,1216253,2262259,Yes,High,5000000
1475,8,8,9,AgriTech,Hyderabad,1355678,1598878,Yes,High,5000000
1476,7,7,4,E-Commerce,Bangalore,1342484,1910940,Yes,High,5000000
1477,6,13,6,AI,Delhi,73409,2242005,Yes,High,5000000
1478,7,15,5,CleanTech,Mumbai,1697614,1774230,Yes,High,5000000
1479,19,4,2,EdTech,Hyderabad,1328320,870830,No,Low,500000
1480,6,1,9,CleanTech,Chennai,1534842,97276,No,Low,500000
1481,13,4,1,CleanTech,Pune,1831961,967731,No,Low,500000
1482,7,9,3,AgriTech,Bangalore,1243084,1223965,No,Low,500000
1483,9,5,6,AI,Bangalore,309945,204876,No,Low,500000
1484,6,6,7,E-Commerce,Kolkata,1161623,1403291,Yes,High,5000000
1485,4,6,10,EdTech,Kolkata,877442,422847,No,Low,500000
1486,3,10,7,HealthTech,Hyderabad,1333362,2071508,Yes,High,5000000
1487,5,6,6,E-Commerce,Hyderabad,1295463,2164896,Yes,High,5000000
1488,19,5,10,AgriTech,Kolkata,1326281,2296830,Yes,High,5000000
1489,9,10,6,AgriTech,Hyderabad,1207001,1672038,Yes,High,5000000
1490,11,8,6,EdTech,Hyderabad,412531,2423175,Yes,High,5000000
1491,10,9,5,AI,Mumbai,1732551,1831478,Yes,High,5000000
1492,2,3,6,EdTech,Mumbai,277559,1491205,Yes,High,5000000
1493,9,8,2,EdTech,Hyderabad,704210,1701173,Yes,High,5000000
1494,6,13,7,E-Commerce,Hyderabad,711046,1811094,Yes,High,5000000
1495,6,10,6,CleanTech,Mumbai,130752,2165888,Yes,High,5000000
1496,18,11,5,EdTech,Pune,599559,2236610,Yes,High,5000000
1497,6,8,6,HealthTech,Bangalore,999626,2376968,Yes,High,5000000
1498,16,5,10,AgriTech,Bangalore,1189606,1392508,Yes,High,5000000
1499,3,11,8,HealthTech,Pune,784914,182005,No,Low,500000
1500,16,5,7,HealthTech,Kolkata,1660080,1279062,No,Low,500000
1501,12,5,9,AgriTech,Chennai,865182,442484,No,Low,500000
1502,5,14,6,E-Commerce,Delhi,816397,1495585,Yes,High,5000000
1503,19,13,6,FinTech,Hyderabad,57810,1155046,Yes,High,5000000
1504,3,5,7,EdTech,Hyderabad,1990752,1638534,No,Low,500000
1505,5,0,1,E-Commerce,Pune,415558,2477548,Yes,High,5000000
1506,18,11,5,HealthTech,Kolkata,547697,248333,No,Low,500000
1507,3,10,6,AgriTech,Mumbai,915922,419082,No,Low,500000
1508,16,8,6,AgriTech,Mumbai,468866,2411164,Yes,High,5000000
1509,5,3,10,CleanTech,Delhi,155905,2402792,Yes,High,5000000
1510,3,11,7,AI,Kolkata,828193,722233,No,Low,500000
1511,11,11,9,AgriTech,Delhi,1578639,1520079,No,Low,500000
1512,7,1,7,EdTech,Bangalore,978490,29385,No,Low,500000
1513,16,8,9,HealthTech,Bangalore,483668,2328657,Yes,High,5000000
1514,3,10,1,E-Commerce,Mumbai,111310,2102288,Yes,High,5000000
1515,13,7,9,CleanTech,Bangalore,369568,62075,No,Low,500000
1516,16,5,2,AgriTech,Hyderabad,1848343,523399,No,Low,500000
1517,2,5,6,HealthTech,Mumbai,1604274,1337779,No,Low,500000
1518,11,5,8,E-Commerce,Chennai,895897,1881310,Yes,High,5000000
1519,3,6,8,E-Commerce,Hyderabad,194651,2257494,Yes,High,5000000
1520,17,9,4,E-Commerce,Delhi,639753,1042716,Yes,High,5000000
1521,2,8,9,HealthTech,Delhi,787760,970588,Yes,High,5000000
1522,5,13,5,CleanTech,Hyderabad,112313,1736479,Yes,High,5000000
1523,10,3,6,E-Commerce,Pune,1001338,273180,No,Low,500000
1524,2,6,2,HealthTech,Hyderabad,216345,673037,Yes,High,5000000
1525,11,0,6,AgriTech,Bangalore,1349231,2161292,Yes,High,5000000
1526,20,7,9,FinTech,Kolkata,1944683,584463,No,Low,500000
1527,18,10,2,EdTech,Pune,1545428,1214551,No,Low,500000
1528,14,9,5,FinTech,Kolkata,823818,1128303,Yes,High,5000000
1529,5,15,4,E-Commerce,Hyderabad,182818,404577,Yes,High,5000000
1530,8,6,6,AI,Bangalore,683589,371222,No,Low,500000
1531,5,8,7,E-Commerce,Hyderabad,1164945,1916579,Yes,High,5000000
